165529;spells/abolishmagic_base.m2
165530;spells/abyssal_ball.m2
165531;spells/abyssal_impact_base.m2
165532;spells/acidbreath.m2
165533;spells/acidburn.m2
165534;spells/acidburn_black.m2
165535;spells/acidburn_blue.m2
165536;spells/acidburn_lightblue.m2
165537;spells/acidburn_orange.m2
165538;spells/acidburn_purple.m2
165539;spells/acidburn_red.m2
165540;spells/acidburn_small.m2
165541;spells/acidburn_small_black.m2
165542;spells/acidburn_small_blue.m2
165543;spells/acidburn_small_lightblue.m2
165544;spells/acidburn_small_orange.m2
165545;spells/acidburn_small_purple.m2
165546;spells/acidburn_small_red.m2
165547;spells/acidburn_small_yellow.m2
165548;spells/acidburn_yellow.m2
165549;spells/acidcloudbreath.m2
165550;spells/acidcloudbreath_fast.m2
165551;spells/acidcloudbreath_groundsmoke.m2
165552;spells/acidliquidbreath.m2
165553;spells/acidsplash1.blp
165554;spells/adrenalinerush_cast_base.m2
165555;spells/aegis.blp
165556;spells/aegis.m2
165557;spells/agility1.blp
165558;spells/agility_128.blp
165559;spells/aimedshot_impact_chest.m2
165560;spells/alliancectfflag_spell.m2
165561;spells/alphacloud.blp
165562;spells/amplifymagic_impact_base.m2
165563;spells/antimagic_precast_hand.m2
165564;spells/antimagic_state_base.m2
165565;spells/antimagic_state_blue.m2
165566;spells/antimagic_state_red.m2
165567;spells/arcane_fire_weapon_effect.m2
165568;spells/arcane_form_precast.m2
165569;spells/arcane_missile.m2
165570;spells/arcane_missile_lvl1.m2
165571;spells/arcane_missile_lvl2.m2
165572;spells/arcane_missile_lvl3.m2
165573;spells/arcane_missile_lvl4.m2
165574;spells/arcanebomb_missle.m2
165575;spells/arcanebreath.m2
165576;spells/arcaneexplosion_base.m2
165577;spells/arcaneexplosion_boss_base.m2
165578;spells/arcaneexplosion_impact_chest.m2
165579;spells/arcaneforceshield_blue.m2
165580;spells/arcaneforceshield_dark.m2
165581;spells/arcaneforceshield_green.m2
165582;spells/arcaneforceshield_purple.m2
165583;spells/arcaneforceshield_red.m2
165584;spells/arcaneforceshield_yellow.m2
165585;spells/arcaneintellect_impact_base.m2
165586;spells/arcanelightning.m2
165587;spells/arcanelightning01.m2
165588;spells/arcanelightning02.m2
165589;spells/arcanepower_state_chest.m2
165590;spells/arcanereflect_state_chest.m2
165591;spells/arcaneshot_area.m2
165592;spells/arcaneshot_missile.m2
165593;spells/arcaneshot_missile2.m2
165594;spells/arcanespirit_impact_base.m2
165595;spells/arcanetorrent.m2
165596;spells/arcanevolley_missile.m2
165597;spells/arcaneward_impact_chest.m2
165598;spells/archimonde_blue_fire.m2
165599;spells/archimonde_fire.m2
165600;spells/arenagoldbanner01.blp
165601;spells/arenagoldbanner02.blp
165602;spells/arenagreenbanner01.blp
165603;spells/arenagreenbanner02.blp
165604;spells/arrow.blp
165605;spells/arrowfeather01.blp
165606;spells/arthasskull.blp
165607;spells/aspect_beast.blp
165608;spells/aspect_cheetah.blp
165609;spells/aspect_hawk.blp
165610;spells/aspect_monkey.blp
165611;spells/aspect_snake.blp
165612;spells/aspect_wolf.blp
165613;spells/aspectbeast_impact_head.m2
165614;spells/aspectcheetah_impact_head.m2
165615;spells/aspecthawk_impact_head.m2
165616;spells/aspectmonkey_impact_head.m2
165617;spells/aspectsnake_impact_head.m2
165618;spells/aspectwild_impact_head.m2
165619;spells/aspectwolf_impact_head.m2
165620;spells/assassinate_impact.m2
165621;spells/assassinate_missile.m2
165622;spells/astral_recall_impact_base.m2
165623;spells/aura_01.blp
165624;spells/aurarune1.blp
165625;spells/aurarune10.blp
165626;spells/aurarune11.blp
165627;spells/aurarune11_fixed.blp
165628;spells/aurarune11b.blp
165629;spells/aurarune11b_fixed.blp
165630;spells/aurarune256.blp
165631;spells/aurarune256b.blp
165632;spells/aurarune3.blp
165633;spells/aurarune5green.blp
165634;spells/aurarune7.blp
165635;spells/aurarune8.blp
165636;spells/aurarune8_mip1.blp
165637;spells/aurarune9.blp
165638;spells/aurarune_a.blp
165639;spells/aurarune_b.blp
165640;spells/aurarune_c.blp
165641;spells/aurarune_d.blp
165642;spells/aurarunearrow1.blp
165643;spells/avengingwrath_impact_base.m2
165644;spells/avengingwrath_state_chest.m2
165645;spells/backstab_cast_base.m2
165646;spells/backstab_impact_chest.m2
165647;spells/balanceofnature_impact_base.m2
165648;spells/banish_chest.m2
165649;spells/banish_chest_blue.m2
165650;spells/banish_chest_dark.m2
165651;spells/banish_chest_purple.m2
165652;spells/banish_chest_white.m2
165653;spells/banish_chest_yellow.m2
165654;spells/barkshield_state_base.m2
165655;spells/barkskin_state_base.m2
165656;spells/baseflagcapred_impact_base.m2
165657;spells/basicstrike.m2
165658;spells/battleshout_cast_base.m2
165659;spells/battlestance_impact_head.m2
165660;spells/battlestandard_arena_a_01.blp
165661;spells/battlestandard_arena_a_02.blp
165662;spells/battlestandard_arena_a_03.blp
165663;spells/beam1.blp
165664;spells/bearfrenzy.m2
165665;spells/bearfrenzyimpact.m2
165666;spells/beartrap.m2
165667;spells/beartrap_state.m2
165668;spells/beastcall_impact_head.m2
165669;spells/beastlore_impact_base.m2
165670;spells/beastlore_impact_head.m2
165671;spells/beastrage.blp
165672;spells/beastragecaster.m2
165673;spells/beastragestate.m2
165674;spells/beastsoothe_impact_head.m2
165675;spells/beastsoothe_state_head.m2
165676;spells/beastwithin_state_base.m2
165677;spells/beerbubble.blp
165678;spells/berzerkerstance_impact_head.m2
165679;spells/bestowdisease_impact_chest.m2
165680;spells/bind2_impact_base.m2
165681;spells/bind_impact_base.m2
165682;spells/black64.blp
165683;spells/black64_corner2.blp
165684;spells/black_glow2.blp
165685;spells/blackmagic_precast_base.m2
165686;spells/blackradiationfog.m2
165687;spells/blackshot_missile.m2
165688;spells/blades_ring.m2
165690;spells/blessingofagility_base.m2
165691;spells/blessingoffreedom.blp
165692;spells/blessingoffreedom_impact.m2
165693;spells/blessingoffreedom_state.m2
165694;spells/blessingofkings_base.m2
165695;spells/blessingoflight.blp
165696;spells/blessingoflight_impact.m2
165697;spells/blessingofmight.blp
165698;spells/blessingofmight_base.m2
165699;spells/blessingofprotection.blp
165700;spells/blessingofprotection_base.m2
165701;spells/blessingofprotection_chest.m2
165702;spells/blessingofprotection_impact.m2
165703;spells/blessingofprotection_state_classic.m2
165704;spells/blessingofsacrifice.blp
165705;spells/blessingofsacrifice_impact.m2
165706;spells/blessingofsalvation.blp
165707;spells/blessingofsalvation_impact.m2
165708;spells/blessingofsanctuary.m2
165709;spells/blessingofspellprotection_base.m2
165710;spells/blessingofstamina_base.m2
165711;spells/blessingofstrength_base.m2
165712;spells/blessingofwisdom_base.m2
165713;spells/blindingshot_impact.m2
165714;spells/blindingshot_missile.m2
165715;spells/blink_impact_chest.m2
165716;spells/blizzard_impact_base.m2
165717;spells/blobs.blp
165718;spells/blobs2.blp
165719;spells/blobs_black.blp
165720;spells/blobs_black2.blp
165721;spells/bloodblacksplash1.blp
165722;spells/bloodboil_impact_chest.m2
165723;spells/bloodbolt_chest.m2
165724;spells/bloodbolt_missile_low.m2
165725;spells/bloodlust_cast_hand.m2
165726;spells/bloodlust_player_cast_head.m2
165727;spells/bloodlust_player_state_head.m2
165728;spells/bloodlust_state_hand.m2
